,age,age_bin,job,marital,education,points,y
43913,66,"(54.0, 95.0]",admin.,married,secondary,8,yes
43914,28,"(17.999, 30.0]",unemployed,single,secondary,6,no
43915,71,"(54.0, 95.0]",retired,divorced,primary,7,yes
43916,26,"(17.999, 30.0]",services,single,tertiary,5,yes
43917,30,"(17.999, 30.0]",unemployed,single,tertiary,9,no
43918,30,"(17.999, 30.0]",admin.,married,secondary,5,no
43919,31,"(30.0, 33.0]",management,married,tertiary,7,no
43920,31,"(30.0, 33.0]",management,single,tertiary,8,no
43921,31,"(30.0, 33.0]",management,single,tertiary,9,no
43922,62,"(54.0, 95.0]",retired,married,primary,8,yes
43923,32,"(30.0, 33.0]",self-employed,single,tertiary,4,yes
43924,68,"(54.0, 95.0]",retired,divorced,primary,9,yes
43925,37,"(33.0, 37.0]",admin.,married,tertiary,9,yes
43926,27,"(17.999, 30.0]",management,single,tertiary,8,yes
43927,59,"(54.0, 95.0]",retired,divorced,primary,7,no
43928,35,"(33.0, 37.0]",technician,married,secondary,6,no
43929,45,"(41.0, 47.0]",technician,single,tertiary,9,yes
43930,51,"(47.0, 54.0]",admin.,married,tertiary,3,no
43931,76,"(54.0, 95.0]",self-employed,married,unknown,9,no
43932,27,"(17.999, 30.0]",management,single,tertiary,9,no
43933,64,"(54.0, 95.0]",retired,married,secondary,8,yes
43934,28,"(17.999, 30.0]",management,single,tertiary,9,yes
43935,48,"(47.0, 54.0]",technician,divorced,secondary,7,no
43936,38,"(37.0, 41.0]",student,divorced,tertiary,8,yes
43937,66,"(54.0, 95.0]",housemaid,married,primary,8,yes
43938,30,"(17.999, 30.0]",management,single,tertiary,7,yes
43939,38,"(37.0, 41.0]",blue-collar,married,primary,7,no
43940,39,"(37.0, 41.0]",technician,single,secondary,8,yes
43941,24,"(17.999, 30.0]",technician,single,secondary,6,yes
43942,30,"(17.999, 30.0]",services,divorced,secondary,5,yes
43943,24,"(17.999, 30.0]",unemployed,married,secondary,4,no
43944,75,"(54.0, 95.0]",retired,married,primary,7,no
43945,63,"(54.0, 95.0]",retired,married,secondary,9,no
43946,49,"(47.0, 54.0]",technician,married,tertiary,7,yes
43947,34,"(33.0, 37.0]",management,married,tertiary,8,yes
43948,36,"(33.0, 37.0]",admin.,married,secondary,7,yes
43949,46,"(41.0, 47.0]",blue-collar,married,secondary,8,yes
43950,32,"(30.0, 33.0]",technician,single,tertiary,7,yes
43951,52,"(47.0, 54.0]",blue-collar,married,secondary,7,yes
43952,53,"(47.0, 54.0]",entrepreneur,married,tertiary,9,no
43953,71,"(54.0, 95.0]",retired,married,secondary,9,no
43954,25,"(17.999, 30.0]",blue-collar,single,secondary,7,yes
43955,60,"(54.0, 95.0]",management,married,primary,9,no
43956,29,"(17.999, 30.0]",management,single,tertiary,7,no
43957,50,"(47.0, 54.0]",admin.,married,secondary,4,no
43958,20,"(17.999, 30.0]",student,single,secondary,5,yes
43959,46,"(41.0, 47.0]",services,married,secondary,4,no
43960,61,"(54.0, 95.0]",retired,married,secondary,9,no
43961,57,"(54.0, 95.0]",management,divorced,tertiary,9,yes
43962,32,"(30.0, 33.0]",admin.,single,secondary,5,yes
43963,52,"(47.0, 54.0]",management,married,unknown,8,no
43964,32,"(30.0, 33.0]",management,married,tertiary,7,no
43965,64,"(54.0, 95.0]",retired,divorced,primary,6,yes
43966,33,"(30.0, 33.0]",management,single,tertiary,6,yes
43967,30,"(17.999, 30.0]",blue-collar,single,secondary,6,yes
43968,36,"(33.0, 37.0]",management,single,tertiary,7,yes
43969,32,"(30.0, 33.0]",technician,married,tertiary,7,no
43970,59,"(54.0, 95.0]",management,married,tertiary,8,yes
43971,34,"(33.0, 37.0]",student,single,unknown,9,no
43972,25,"(17.999, 30.0]",student,single,secondary,9,yes
43973,43,"(41.0, 47.0]",services,married,secondary,8,yes
43974,75,"(54.0, 95.0]",retired,married,secondary,6,no
43975,37,"(33.0, 37.0]",self-employed,single,tertiary,7,yes
43976,24,"(17.999, 30.0]",student,single,unknown,7,no
43977,35,"(33.0, 37.0]",management,married,tertiary,8,no
43978,30,"(17.999, 30.0]",technician,single,secondary,4,no
43979,27,"(17.999, 30.0]",management,single,tertiary,9,no
43980,31,"(30.0, 33.0]",technician,married,tertiary,8,no
43981,21,"(17.999, 30.0]",student,single,unknown,7,no
43982,40,"(37.0, 41.0]",technician,married,secondary,7,no
43983,53,"(47.0, 54.0]",blue-collar,married,unknown,7,no
43984,37,"(33.0, 37.0]",admin.,divorced,secondary,4,no
43985,37,"(33.0, 37.0]",admin.,single,secondary,4,no
43986,26,"(17.999, 30.0]",student,single,secondary,6,no
43987,46,"(41.0, 47.0]",blue-collar,married,primary,5,no
43988,49,"(47.0, 54.0]",management,married,tertiary,6,yes
43989,42,"(41.0, 47.0]",technician,divorced,tertiary,8,yes
43990,27,"(17.999, 30.0]",blue-collar,single,secondary,9,yes
43991,57,"(54.0, 95.0]",unemployed,married,secondary,8,no
43992,30,"(17.999, 30.0]",technician,single,secondary,8,no
43993,45,"(41.0, 47.0]",technician,married,tertiary,6,no
43994,57,"(54.0, 95.0]",technician,married,secondary,6,no
43995,33,"(30.0, 33.0]",management,single,tertiary,7,no
43996,29,"(17.999, 30.0]",technician,single,secondary,7,yes
43997,27,"(17.999, 30.0]",student,single,secondary,7,no
43998,37,"(33.0, 37.0]",technician,married,tertiary,6,yes
43999,30,"(17.999, 30.0]",blue-collar,single,primary,5,no
44000,35,"(33.0, 37.0]",management,married,tertiary,6,no
44001,34,"(33.0, 37.0]",services,married,unknown,7,no
44002,72,"(54.0, 95.0]",retired,married,primary,5,no
44003,31,"(30.0, 33.0]",services,single,secondary,6,no
44004,47,"(41.0, 47.0]",management,single,tertiary,6,yes
44005,38,"(37.0, 41.0]",management,single,tertiary,7,yes
44006,48,"(47.0, 54.0]",management,single,tertiary,6,yes
44007,36,"(33.0, 37.0]",management,married,tertiary,7,no
44008,55,"(54.0, 95.0]",housemaid,divorced,primary,8,yes
44009,39,"(37.0, 41.0]",technician,single,tertiary,7,yes
44010,49,"(47.0, 54.0]",admin.,single,secondary,6,yes
44011,26,"(17.999, 30.0]",management,single,tertiary,6,yes
44012,37,"(33.0, 37.0]",services,single,secondary,5,no
44013,68,"(54.0, 95.0]",retired,divorced,primary,6,yes
44014,31,"(30.0, 33.0]",student,single,tertiary,8,no
44015,22,"(17.999, 30.0]",student,single,secondary,8,no
44016,45,"(41.0, 47.0]",management,married,unknown,9,yes
44018,67,"(54.0, 95.0]",retired,married,primary,9,yes
44019,22,"(17.999, 30.0]",housemaid,single,secondary,7,yes
44020,60,"(54.0, 95.0]",retired,married,secondary,5,yes
44021,31,"(30.0, 33.0]",blue-collar,single,secondary,4,yes
44022,60,"(54.0, 95.0]",retired,married,secondary,9,no
44023,58,"(54.0, 95.0]",blue-collar,married,primary,9,yes
44024,41,"(37.0, 41.0]",admin.,married,secondary,8,yes
44025,47,"(41.0, 47.0]",admin.,married,secondary,4,no
44026,23,"(17.999, 30.0]",services,single,secondary,7,yes
44027,30,"(17.999, 30.0]",student,single,secondary,7,no
44028,39,"(37.0, 41.0]",management,married,tertiary,9,no
44029,35,"(33.0, 37.0]",unemployed,married,secondary,8,yes
44030,33,"(30.0, 33.0]",management,single,tertiary,7,yes
44031,29,"(17.999, 30.0]",student,single,secondary,8,no
44032,33,"(30.0, 33.0]",management,single,tertiary,8,yes
44033,45,"(41.0, 47.0]",technician,married,tertiary,7,no
44034,50,"(47.0, 54.0]",technician,married,tertiary,9,no
44035,32,"(30.0, 33.0]",technician,divorced,tertiary,8,yes
44036,44,"(41.0, 47.0]",blue-collar,single,secondary,6,no
44037,27,"(17.999, 30.0]",student,single,secondary,7,no
44038,31,"(30.0, 33.0]",management,single,tertiary,7,no
44039,32,"(30.0, 33.0]",student,single,tertiary,6,yes
44040,33,"(30.0, 33.0]",technician,single,secondary,6,no
44041,48,"(47.0, 54.0]",admin.,single,secondary,7,yes
44042,19,"(17.999, 30.0]",student,single,secondary,7,no
44043,41,"(37.0, 41.0]",admin.,single,secondary,7,yes
44044,49,"(47.0, 54.0]",housemaid,married,primary,6,no
44045,77,"(54.0, 95.0]",retired,married,tertiary,7,no
44046,43,"(41.0, 47.0]",management,single,tertiary,5,yes
44047,32,"(30.0, 33.0]",technician,single,tertiary,8,yes
44048,39,"(37.0, 41.0]",technician,married,secondary,8,no
44049,21,"(17.999, 30.0]",student,single,secondary,9,yes
44050,74,"(54.0, 95.0]",retired,divorced,primary,9,yes
44051,72,"(54.0, 95.0]",retired,single,tertiary,8,no
44052,39,"(37.0, 41.0]",blue-collar,married,primary,4,no
44053,29,"(17.999, 30.0]",services,single,secondary,5,no
44054,52,"(47.0, 54.0]",management,divorced,tertiary,4,no
44055,42,"(41.0, 47.0]",technician,married,secondary,9,no
44056,32,"(30.0, 33.0]",management,single,tertiary,9,yes
44057,63,"(54.0, 95.0]",retired,married,secondary,9,yes
44058,19,"(17.999, 30.0]",student,single,secondary,7,no
44059,37,"(33.0, 37.0]",blue-collar,married,secondary,4,no
44060,29,"(17.999, 30.0]",self-employed,single,tertiary,8,no
44061,53,"(47.0, 54.0]",services,divorced,secondary,4,yes
44062,34,"(33.0, 37.0]",self-employed,single,tertiary,4,no
44063,28,"(17.999, 30.0]",student,single,secondary,5,yes
44064,35,"(33.0, 37.0]",blue-collar,married,secondary,6,no
44065,31,"(30.0, 33.0]",services,single,secondary,7,yes
44066,67,"(54.0, 95.0]",retired,married,tertiary,9,no
44067,43,"(41.0, 47.0]",technician,divorced,unknown,9,yes
44068,32,"(30.0, 33.0]",self-employed,single,tertiary,7,no
44069,26,"(17.999, 30.0]",blue-collar,single,secondary,5,yes
44070,31,"(30.0, 33.0]",student,single,secondary,8,yes
44071,45,"(41.0, 47.0]",management,married,secondary,9,no
44072,39,"(37.0, 41.0]",management,divorced,tertiary,6,yes
44073,56,"(54.0, 95.0]",blue-collar,married,primary,7,no
44074,35,"(33.0, 37.0]",self-employed,single,tertiary,6,no
44075,29,"(17.999, 30.0]",technician,single,secondary,7,no
44076,32,"(30.0, 33.0]",student,single,secondary,5,no
44077,28,"(17.999, 30.0]",services,single,secondary,5,yes
44078,32,"(30.0, 33.0]",blue-collar,single,secondary,7,no
44079,30,"(17.999, 30.0]",technician,single,tertiary,4,yes
44080,65,"(54.0, 95.0]",retired,divorced,secondary,7,no
44081,24,"(17.999, 30.0]",admin.,single,tertiary,5,yes
44082,32,"(30.0, 33.0]",management,single,tertiary,7,yes
44083,29,"(17.999, 30.0]",management,single,unknown,7,no
44084,50,"(47.0, 54.0]",technician,married,tertiary,4,no
44085,46,"(41.0, 47.0]",management,divorced,tertiary,6,yes
44086,30,"(17.999, 30.0]",management,married,tertiary,4,no
44087,60,"(54.0, 95.0]",technician,married,secondary,6,yes
44088,33,"(30.0, 33.0]",blue-collar,single,secondary,6,no
44089,37,"(33.0, 37.0]",technician,married,secondary,6,yes
44090,60,"(54.0, 95.0]",management,divorced,primary,8,no
44091,43,"(41.0, 47.0]",technician,married,secondary,4,no
44092,48,"(47.0, 54.0]",management,single,tertiary,6,yes
44093,52,"(47.0, 54.0]",services,married,secondary,7,yes
44094,29,"(17.999, 30.0]",management,single,tertiary,8,yes
44095,71,"(54.0, 95.0]",retired,divorced,unknown,6,yes
44096,42,"(41.0, 47.0]",management,married,tertiary,7,no
44097,47,"(41.0, 47.0]",management,single,tertiary,9,yes
44098,70,"(54.0, 95.0]",retired,married,primary,9,yes
44099,28,"(17.999, 30.0]",management,single,tertiary,6,yes
44100,70,"(54.0, 95.0]",retired,divorced,secondary,9,no
44101,31,"(30.0, 33.0]",self-employed,married,tertiary,9,yes
44102,80,"(54.0, 95.0]",retired,married,secondary,7,yes
44103,29,"(17.999, 30.0]",management,single,tertiary,7,yes
44104,29,"(17.999, 30.0]",admin.,single,secondary,9,no
44105,23,"(17.999, 30.0]",student,single,secondary,7,yes
44106,34,"(33.0, 37.0]",services,single,secondary,5,yes
44107,38,"(37.0, 41.0]",management,married,tertiary,8,no
44108,69,"(54.0, 95.0]",retired,married,secondary,8,yes
44109,79,"(54.0, 95.0]",retired,divorced,unknown,9,no
44110,19,"(17.999, 30.0]",student,single,secondary,6,yes
44111,59,"(54.0, 95.0]",management,married,secondary,6,no
44112,27,"(17.999, 30.0]",admin.,single,secondary,7,no
44113,35,"(33.0, 37.0]",blue-collar,single,unknown,7,yes
44114,38,"(37.0, 41.0]",admin.,married,secondary,7,yes
44115,32,"(30.0, 33.0]",technician,single,unknown,6,yes
44116,36,"(33.0, 37.0]",technician,single,secondary,8,no
44117,43,"(41.0, 47.0]",self-employed,married,tertiary,9,no
44118,29,"(17.999, 30.0]",management,single,secondary,8,no
44119,26,"(17.999, 30.0]",student,single,secondary,8,no
44121,27,"(17.999, 30.0]",student,divorced,unknown,6,no
44122,29,"(17.999, 30.0]",student,married,unknown,9,no
44123,27,"(17.999, 30.0]",technician,single,secondary,6,yes
44124,53,"(47.0, 54.0]",admin.,single,secondary,6,yes
44125,40,"(37.0, 41.0]",admin.,married,secondary,6,no
44126,35,"(33.0, 37.0]",admin.,single,tertiary,5,no
44127,74,"(54.0, 95.0]",retired,married,primary,9,no
44128,27,"(17.999, 30.0]",unemployed,single,tertiary,6,no
44129,35,"(33.0, 37.0]",self-employed,married,tertiary,9,yes
44130,50,"(47.0, 54.0]",entrepreneur,divorced,tertiary,7,no
44131,27,"(17.999, 30.0]",management,single,secondary,8,no
44132,66,"(54.0, 95.0]",retired,divorced,unknown,5,yes
44133,43,"(41.0, 47.0]",admin.,single,secondary,7,yes
44134,25,"(17.999, 30.0]",management,single,tertiary,6,no
44135,20,"(17.999, 30.0]",student,single,primary,6,no
44136,30,"(17.999, 30.0]",self-employed,single,tertiary,5,yes
44137,29,"(17.999, 30.0]",services,single,secondary,6,no
44138,57,"(54.0, 95.0]",retired,married,secondary,8,yes
44139,72,"(54.0, 95.0]",retired,divorced,tertiary,6,no
44140,36,"(33.0, 37.0]",management,married,tertiary,6,yes
44141,31,"(30.0, 33.0]",management,single,tertiary,8,yes
44143,72,"(54.0, 95.0]",admin.,married,primary,9,no
44144,47,"(41.0, 47.0]",admin.,single,secondary,9,yes
44145,80,"(54.0, 95.0]",retired,married,primary,8,no
44146,65,"(54.0, 95.0]",retired,divorced,secondary,7,yes
44147,30,"(17.999, 30.0]",student,single,secondary,7,no
44148,25,"(17.999, 30.0]",blue-collar,single,secondary,7,yes
44149,33,"(30.0, 33.0]",management,single,tertiary,9,yes
44150,29,"(17.999, 30.0]",self-employed,single,tertiary,8,yes
44151,79,"(54.0, 95.0]",retired,divorced,primary,9,yes
44152,24,"(17.999, 30.0]",student,single,secondary,8,yes
44153,27,"(17.999, 30.0]",technician,single,secondary,6,yes
44154,63,"(54.0, 95.0]",retired,married,tertiary,8,no
44155,36,"(33.0, 37.0]",management,single,unknown,6,yes
44156,38,"(37.0, 41.0]",self-employed,divorced,tertiary,9,no
44157,31,"(30.0, 33.0]",unemployed,married,tertiary,7,yes
44158,22,"(17.999, 30.0]",student,single,secondary,6,yes
44159,36,"(33.0, 37.0]",services,married,unknown,7,yes
44160,40,"(37.0, 41.0]",management,married,tertiary,9,yes
44161,25,"(17.999, 30.0]",technician,single,tertiary,3,no
44162,31,"(30.0, 33.0]",technician,married,tertiary,9,yes
44163,26,"(17.999, 30.0]",blue-collar,single,secondary,9,yes
44164,51,"(47.0, 54.0]",management,married,tertiary,8,yes
44165,27,"(17.999, 30.0]",admin.,single,tertiary,8,no
44166,46,"(41.0, 47.0]",admin.,divorced,secondary,5,no
44167,70,"(54.0, 95.0]",retired,divorced,primary,7,yes
44168,24,"(17.999, 30.0]",student,single,primary,8,yes
44169,23,"(17.999, 30.0]",student,single,secondary,7,yes
44170,41,"(37.0, 41.0]",technician,single,secondary,8,yes
44171,53,"(47.0, 54.0]",technician,married,primary,9,yes
44172,30,"(17.999, 30.0]",technician,single,secondary,7,no
44173,86,"(54.0, 95.0]",retired,married,primary,8,yes
44174,30,"(17.999, 30.0]",blue-collar,single,secondary,6,no
44175,27,"(17.999, 30.0]",student,single,unknown,5,yes
44176,34,"(33.0, 37.0]",technician,single,tertiary,8,yes
44177,49,"(47.0, 54.0]",services,married,secondary,6,no
44178,68,"(54.0, 95.0]",retired,divorced,secondary,8,yes
44179,35,"(33.0, 37.0]",management,married,secondary,7,yes
44180,30,"(17.999, 30.0]",admin.,married,secondary,5,no
44181,28,"(17.999, 30.0]",student,single,secondary,6,yes
44182,56,"(54.0, 95.0]",blue-collar,married,secondary,5,no
44183,66,"(54.0, 95.0]",retired,married,secondary,6,yes
44184,36,"(33.0, 37.0]",blue-collar,single,tertiary,8,no
44185,30,"(17.999, 30.0]",management,single,tertiary,6,yes
44186,60,"(54.0, 95.0]",retired,divorced,tertiary,7,yes
44187,46,"(41.0, 47.0]",admin.,married,secondary,9,yes
44188,47,"(41.0, 47.0]",admin.,married,secondary,9,yes
44189,31,"(30.0, 33.0]",technician,single,secondary,9,yes
44190,66,"(54.0, 95.0]",retired,married,primary,9,no
44191,64,"(54.0, 95.0]",housemaid,married,primary,8,no
44192,68,"(54.0, 95.0]",retired,married,secondary,7,yes
44193,63,"(54.0, 95.0]",blue-collar,married,secondary,6,yes
44194,42,"(41.0, 47.0]",unemployed,married,secondary,8,yes
44195,57,"(54.0, 95.0]",blue-collar,married,primary,9,no
44196,29,"(17.999, 30.0]",student,single,secondary,7,yes
44197,61,"(54.0, 95.0]",retired,married,secondary,8,yes
44198,24,"(17.999, 30.0]",technician,single,secondary,8,no
44199,45,"(41.0, 47.0]",technician,single,tertiary,7,no
44200,60,"(54.0, 95.0]",services,single,secondary,8,no
44201,35,"(33.0, 37.0]",services,married,secondary,8,yes
44202,38,"(37.0, 41.0]",admin.,single,secondary,9,no
44203,58,"(54.0, 95.0]",management,married,tertiary,8,no
44204,43,"(41.0, 47.0]",unemployed,married,tertiary,5,yes
44205,64,"(54.0, 95.0]",retired,married,secondary,7,yes
44206,26,"(17.999, 30.0]",admin.,married,secondary,8,no
44207,22,"(17.999, 30.0]",student,single,primary,7,yes
44208,49,"(47.0, 54.0]",blue-collar,married,secondary,8,yes
44209,52,"(47.0, 54.0]",technician,married,tertiary,9,no
44210,46,"(41.0, 47.0]",management,married,secondary,6,no
44211,19,"(17.999, 30.0]",student,single,secondary,6,yes
44212,41,"(37.0, 41.0]",management,divorced,tertiary,6,no
44213,31,"(30.0, 33.0]",management,divorced,tertiary,5,yes
44214,37,"(33.0, 37.0]",management,married,tertiary,5,yes
44215,48,"(47.0, 54.0]",unemployed,married,secondary,8,yes
44216,36,"(33.0, 37.0]",management,divorced,tertiary,7,no
44217,30,"(17.999, 30.0]",management,single,tertiary,7,no
44218,42,"(41.0, 47.0]",management,divorced,tertiary,9,no
44219,33,"(30.0, 33.0]",technician,married,secondary,6,yes
44220,30,"(17.999, 30.0]",admin.,married,secondary,7,no
44221,51,"(47.0, 54.0]",admin.,married,secondary,5,no
44222,30,"(17.999, 30.0]",self-employed,married,secondary,5,no
44223,32,"(30.0, 33.0]",services,married,primary,4,no
44224,39,"(37.0, 41.0]",blue-collar,married,secondary,9,yes
44225,34,"(33.0, 37.0]",technician,married,secondary,8,yes
44226,46,"(41.0, 47.0]",technician,married,secondary,9,yes
44227,58,"(54.0, 95.0]",blue-collar,divorced,primary,8,no
44228,42,"(41.0, 47.0]",management,married,unknown,7,yes
44229,60,"(54.0, 95.0]",admin.,married,unknown,7,yes
44230,36,"(33.0, 37.0]",management,divorced,tertiary,8,yes
44231,32,"(30.0, 33.0]",entrepreneur,married,tertiary,7,yes
44232,45,"(41.0, 47.0]",management,married,tertiary,8,yes
44233,44,"(41.0, 47.0]",management,single,tertiary,8,yes
44234,73,"(54.0, 95.0]",retired,married,primary,8,no
44235,46,"(41.0, 47.0]",blue-collar,married,secondary,9,no
44236,57,"(54.0, 95.0]",retired,married,secondary,8,yes
44237,35,"(33.0, 37.0]",management,married,tertiary,7,no
44238,29,"(17.999, 30.0]",admin.,single,secondary,8,no
44239,29,"(17.999, 30.0]",admin.,single,secondary,8,yes
44240,35,"(33.0, 37.0]",blue-collar,married,secondary,3,no
44241,31,"(30.0, 33.0]",unemployed,divorced,tertiary,7,yes
44242,47,"(41.0, 47.0]",self-employed,married,secondary,6,no
44243,41,"(37.0, 41.0]",blue-collar,married,primary,5,no
44244,29,"(17.999, 30.0]",management,single,tertiary,8,no
44245,54,"(47.0, 54.0]",blue-collar,married,secondary,7,yes
44246,27,"(17.999, 30.0]",admin.,single,secondary,6,no
44247,49,"(47.0, 54.0]",management,divorced,tertiary,6,yes
44248,24,"(17.999, 30.0]",admin.,single,secondary,7,no
44249,35,"(33.0, 37.0]",admin.,single,secondary,7,yes
44250,24,"(17.999, 30.0]",student,single,secondary,8,yes
44251,34,"(33.0, 37.0]",management,divorced,tertiary,5,no
44252,24,"(17.999, 30.0]",admin.,single,secondary,8,yes
44253,43,"(41.0, 47.0]",management,married,tertiary,7,yes
44254,34,"(33.0, 37.0]",unemployed,single,tertiary,9,yes
44255,60,"(54.0, 95.0]",unemployed,married,primary,5,yes
44256,27,"(17.999, 30.0]",admin.,married,tertiary,9,yes
44257,54,"(47.0, 54.0]",management,divorced,tertiary,8,yes
44258,38,"(37.0, 41.0]",management,married,tertiary,5,yes
44259,39,"(37.0, 41.0]",blue-collar,married,primary,6,no
44260,41,"(37.0, 41.0]",blue-collar,divorced,secondary,6,no
44261,34,"(33.0, 37.0]",technician,single,secondary,7,yes
44262,93,"(54.0, 95.0]",retired,married,unknown,8,yes
44263,34,"(33.0, 37.0]",technician,single,secondary,8,no
44264,42,"(41.0, 47.0]",technician,single,secondary,7,no
44265,36,"(33.0, 37.0]",management,married,tertiary,6,yes
44266,33,"(30.0, 33.0]",admin.,single,tertiary,5,yes
44267,37,"(33.0, 37.0]",technician,single,tertiary,3,yes
44268,35,"(33.0, 37.0]",management,married,tertiary,8,yes
44269,41,"(37.0, 41.0]",admin.,married,secondary,8,yes
44270,49,"(47.0, 54.0]",admin.,married,secondary,5,no
44271,33,"(30.0, 33.0]",management,single,tertiary,7,no
44272,36,"(33.0, 37.0]",technician,divorced,secondary,7,yes
44273,30,"(17.999, 30.0]",student,single,tertiary,9,yes
44274,41,"(37.0, 41.0]",technician,single,tertiary,7,yes
44275,29,"(17.999, 30.0]",management,single,tertiary,6,yes
44276,30,"(17.999, 30.0]",services,single,secondary,5,no
44277,25,"(17.999, 30.0]",student,married,secondary,5,no
44278,28,"(17.999, 30.0]",student,single,secondary,9,no
44279,82,"(54.0, 95.0]",retired,married,primary,6,yes
44280,26,"(17.999, 30.0]",student,single,secondary,9,no
44281,56,"(54.0, 95.0]",retired,married,secondary,6,yes
44282,33,"(30.0, 33.0]",technician,divorced,secondary,7,no
44283,38,"(37.0, 41.0]",unemployed,married,secondary,7,no
44284,27,"(17.999, 30.0]",technician,single,secondary,4,no
44285,27,"(17.999, 30.0]",management,single,tertiary,5,no
44286,45,"(41.0, 47.0]",blue-collar,single,secondary,4,no
44287,37,"(33.0, 37.0]",technician,married,secondary,7,yes
44288,48,"(47.0, 54.0]",management,married,tertiary,7,no
44289,46,"(41.0, 47.0]",admin.,married,unknown,9,yes
44290,37,"(33.0, 37.0]",management,married,tertiary,7,no
44291,28,"(17.999, 30.0]",admin.,single,tertiary,6,no
44292,44,"(41.0, 47.0]",self-employed,divorced,secondary,4,yes
44293,32,"(30.0, 33.0]",admin.,single,secondary,7,no
44294,40,"(37.0, 41.0]",technician,married,secondary,3,no
44295,61,"(54.0, 95.0]",self-employed,married,tertiary,9,yes
44296,23,"(17.999, 30.0]",student,single,secondary,8,yes
44297,69,"(54.0, 95.0]",retired,married,secondary,5,yes
44298,33,"(30.0, 33.0]",services,single,unknown,8,yes
44299,33,"(30.0, 33.0]",management,single,tertiary,6,yes
44300,23,"(17.999, 30.0]",management,single,tertiary,7,yes
44301,35,"(33.0, 37.0]",management,married,tertiary,7,no
44302,31,"(30.0, 33.0]",services,single,secondary,3,no
44303,27,"(17.999, 30.0]",services,single,secondary,5,no
44304,49,"(47.0, 54.0]",admin.,divorced,secondary,8,no
44305,31,"(30.0, 33.0]",admin.,single,secondary,6,no
44306,45,"(41.0, 47.0]",technician,married,secondary,8,yes
44307,61,"(54.0, 95.0]",retired,married,secondary,8,yes
44308,41,"(37.0, 41.0]",retired,single,primary,9,no
44309,49,"(47.0, 54.0]",technician,married,secondary,6,no
44310,47,"(41.0, 47.0]",admin.,married,secondary,7,no
44311,46,"(41.0, 47.0]",technician,married,unknown,8,yes
44312,40,"(37.0, 41.0]",admin.,married,secondary,5,yes
44313,55,"(54.0, 95.0]",technician,married,tertiary,8,yes
44314,24,"(17.999, 30.0]",student,single,secondary,7,no
44315,39,"(37.0, 41.0]",unemployed,married,primary,8,yes
44316,82,"(54.0, 95.0]",housemaid,divorced,primary,8,yes
44317,27,"(17.999, 30.0]",technician,single,secondary,5,yes
44318,26,"(17.999, 30.0]",technician,married,secondary,4,yes
44319,31,"(30.0, 33.0]",management,single,tertiary,7,no
44320,22,"(17.999, 30.0]",unemployed,single,tertiary,8,yes
44321,27,"(17.999, 30.0]",student,single,tertiary,7,yes
44322,32,"(30.0, 33.0]",admin.,married,secondary,6,no
44323,53,"(47.0, 54.0]",blue-collar,married,primary,7,yes
44324,54,"(47.0, 54.0]",management,married,tertiary,8,yes
44325,53,"(47.0, 54.0]",technician,married,tertiary,9,no
44326,29,"(17.999, 30.0]",management,married,tertiary,5,no
44327,64,"(54.0, 95.0]",retired,married,secondary,7,yes
44328,33,"(30.0, 33.0]",blue-collar,married,secondary,3,no
44329,57,"(54.0, 95.0]",technician,married,tertiary,8,yes
44330,31,"(30.0, 33.0]",management,single,tertiary,7,yes
44331,61,"(54.0, 95.0]",admin.,married,unknown,8,yes
44332,35,"(33.0, 37.0]",unemployed,single,tertiary,6,yes
44333,57,"(54.0, 95.0]",unemployed,divorced,secondary,7,no
44334,77,"(54.0, 95.0]",retired,married,secondary,9,yes
44335,36,"(33.0, 37.0]",services,married,secondary,7,yes
44336,32,"(30.0, 33.0]",management,married,tertiary,9,yes
44337,25,"(17.999, 30.0]",services,single,unknown,9,yes
44338,61,"(54.0, 95.0]",management,married,unknown,6,yes
44339,69,"(54.0, 95.0]",retired,single,tertiary,9,yes
44340,69,"(54.0, 95.0]",technician,married,tertiary,7,yes
44341,29,"(17.999, 30.0]",management,single,tertiary,4,no
44342,35,"(33.0, 37.0]",management,single,tertiary,8,no
44343,47,"(41.0, 47.0]",management,divorced,tertiary,4,no
44344,30,"(17.999, 30.0]",admin.,single,tertiary,4,no
44345,28,"(17.999, 30.0]",admin.,single,secondary,4,no
44346,34,"(33.0, 37.0]",admin.,married,tertiary,5,yes
44347,71,"(54.0, 95.0]",technician,married,secondary,9,yes
44348,49,"(47.0, 54.0]",retired,married,primary,4,no
44349,45,"(41.0, 47.0]",management,single,tertiary,9,yes
44350,64,"(54.0, 95.0]",retired,married,primary,9,yes
44351,39,"(37.0, 41.0]",entrepreneur,married,secondary,6,no
44352,35,"(33.0, 37.0]",technician,single,secondary,8,yes
44353,36,"(33.0, 37.0]",admin.,single,tertiary,8,no
44354,22,"(17.999, 30.0]",student,single,unknown,8,yes
44355,27,"(17.999, 30.0]",technician,single,secondary,8,no
44356,83,"(54.0, 95.0]",housemaid,divorced,primary,8,no
44357,23,"(17.999, 30.0]",management,single,tertiary,7,no
44358,31,"(30.0, 33.0]",services,single,tertiary,7,no
44359,34,"(33.0, 37.0]",unemployed,married,tertiary,7,no
44360,35,"(33.0, 37.0]",self-employed,married,tertiary,8,no
44361,80,"(54.0, 95.0]",retired,married,secondary,5,no
44363,33,"(30.0, 33.0]",management,married,tertiary,7,no
